1,8,"Efficiatur, alterum, quae naturales essent nec tamen id, cuius causa haec finxerat, assecutus est. Nam si omnes veri erunt, ut Epicuri ratio docet, tum denique poterit aliquid cognosci et percipi. Quos qui tollunt et nihil posse percipi dicunt, ii remotis sensibus ne id ipsum quidem expedire possunt, quod disserunt. Praeterea sublata cognitione et scientia tollitur omnis.",4,2024-11-10 15:29:42,0
2,23,Oratione victi sententia desistemus. Nisi autem rerum natura duo quaerenda sint.,0,2024-05-11 02:54:02,1
3,14,"Stoicis? Legimus tamen Diogenem, Antipatrum, Mnesarchum, Panaetium, multos alios in primisque familiarem nostrum Posidonium.",2,2024-03-02 08:35:55,1
4,37,"Dulce mel. Quorum nihil oportere exquisitis rationibus confirmare, tantum satis esse admonere. Interesse enim inter argumentum.",1,2024-08-16 17:44:42,1
5,34,"Diis inmortalibus supplicii causa importari putant. Quae autem tanta ex improbis factis ad minuendas vitae molestias accessio potest fieri, quanta ad augendas, cum conscientia.",3,2024-07-29 11:52:27,0
6,2,"Fugiendam temperantiamque expetendam, non quia voluptates fugiat, sed quia maiores consequatur. Eadem fortitudinis ratio reperietur. Nam neque laborum perfunctio neque perpessio dolorum per se esset et virtus et cognitio rerum, quod minime ille vult expetenda. Haec igitur Epicuri non.",3,2023-12-04 11:16:46,0
7,20,"Te, cum ad me in Cumanum.",0,2024-04-15 18:53:13,1
8,33,"Sive enim ad sapientiam perveniri potest, non paranda nobis solum ea, sed fruenda etiam sapientia est; sive hoc difficile est, tamen nec modus ullus.",1,2024-09-13 10:52:12,1
9,5,"Non proident, sunt in eadem causa sunt, qua ante quam nati, et ad usus civium non inutile, nosque ea scripta.",3,2024-07-18 06:32:32,0
10,47,"Et, si essent vera, nihil afferrent, quo iucundius, id est incorruptis atque integris testibus, si infantes pueri, mutae etiam bestiae paene loquuntur magistra ac duce natura nihil esse prosperum nisi voluptatem, nihil asperum nisi dolorem, de quibus neque depravate.",3,2024-03-30 00:42:39,0
11,34,"Tria vix amicorum paria reperiuntur, ut ad Orestem pervenias profectus a Theseo. At vero.",1,2023-12-29 03:23:49,1
12,41,"Voluptatem. Quaeque de virtutibus dicta sunt, explicabo. Nemo enim ipsam voluptatem.",0,2024-11-02 19:48:33,1
13,45,"Emolumento aliquo, sed ipsius honestatis decore laudandis, id totum evertitur eo delectu rerum, quem modo dixi, constituto, ut aut reiciendis voluptatibus maiores alias consequatur aut perferendis doloribus asperiores repellat. Hanc ego cum teneam sententiam, quid est cur verear, ne ad eam non possim accommodare Torquatos nostros? Quos tu paulo ante collegi, abest plurimum et, cum stultorum.",4,2024-07-29 20:20:29,0
14,38,Personae tamen et dignitatis esse negent. Contra quos omnis dicendum breviter existimo. Quamquam philosophiae quidem vituperatoribus satis responsum.,3,2024-09-06 14:53:30,0
15,30,"Suum venire vetuit, numquid tibi videtur de voluptatibus suis cogitavisse? Sed ut perspiciatis, unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam eaque ipsa.",3,2024-09-17 05:55:16,0
16,33,"Rerum hic tenetur a sapiente delectus, ut aut voluptates omittantur maiorum voluptatum adipiscendarum causa aut dolores suscipiantur maiorum dolorum effugiendorum gratia. Sed de clarorum hominum factis illustribus et gloriosis satis hoc loco.",4,2024-11-04 12:13:59,0
17,31,"Ut non dicas, quid non probes eius, a quo dissentias. Quid enim me prohiberet Epicureum esse, si probarem, quae ille diceret? Cum praesertim illa perdiscere ludus esset. Quam ob rem tandem, inquit, non satisfacit? Te enim iudicem aequum puto, modo quae dicat ille bene noris. Nisi mihi Phaedrum, inquam, tu mentitum aut Zenonem putas, quorum utrumque.",4,2024-10-18 08:51:08,0
18,36,"Haec putat, ut calere ignem, nivem esse albam, dulce mel. Quorum nihil oportere exquisitis rationibus confirmare, tantum satis esse admonere.",4,2024-08-27 17:10:02,0
19,43,"Habent, cur Graeca anteponant iis, quae recordamur. Stulti autem malorum memoria torquentur, sapientes bona praeterita non meminerunt, praesentibus non fruuntur, futura modo expectant, quae quia certa esse non possunt et, si essent vera, nihil afferrent, quo.",3,2024-06-28 23:55:35,0
20,46,Extremum -- quod et acutum genus est et ab Epicuro sapiens semper beatus inducitur: finitas.,2,2024-07-21 13:32:11,0
21,9,"Quae de philosophia litteris mandamus, legere assueverit, iudicabit nulla ad legendum his esse potiora. Quid est cur dubitemus dicere et sapientiam propter voluptates expetendam.",3,2024-07-08 01:27:39,0
22,3,"Qui est imbutus quietus esse numquam potest. Praeterea bona praeterita grata recordatione renovata delectant. Est autem situm in nobis ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum defuturum, quas.",3,2024-08-11 15:16:49,0
23,32,"Res consilio ipsius et ratione administrari neque maiorem voluptatem ex hoc percipiatur, quod videamus esse finitum. In dialectica autem vestra nullam.",3,2024-09-29 19:37:22,0
24,41,"Detraxisse, ut aliquam ex eo credo quibusdam usu venire; ut abhorreant a Latinis, quod inciderint in inculta quaedam et horrida, de malis Graecis Latine scripta deterius. Quibus ego assentior, cum a philosophis compluribus permulta dicantur, cur nec voluptas in bonis.",4,2024-10-23 19:02:43,0
25,45,"Et cognitio rerum, quod minime ille vult expetenda. Haec igitur Epicuri non probo, tum illud in primis, quod, cum in rerum natura cognita levamur superstitione, liberamur mortis metu, non conturbamur ignoratione rerum, e qua ipsa horribiles existunt saepe formidines. Denique etiam morati melius erimus, cum didicerimus quid natura.",4,2024-01-29 11:09:20,0
26,45,"Autem etiam amatoriis levitatibus dediti, alii.",0,2023-12-13 01:56:05,1
27,9,Plus aut ad naturam aut contra.,0,2024-07-12 07:06:21,1
28,31,"Et ut succumbere doloribus eosque humili animo inbecilloque ferre miserum est, ob eamque debilitatem animi multi parentes, multi.",3,2024-09-15 23:15:22,0
29,30,"Iam illud quidem perspicuum est, maximam animi aut voluptatem aut molestiam plus aut ad bene vivendum aptior partitio quam illa, qua est usus Epicurus? Qui unum genus posuit earum cupiditatum, quae essent et naturales et necessariae, alterum, quae naturales essent.",4,2024-10-14 22:02:01,0
30,42,"Reliquerunt. Sed hoc commune vitium, illae Epicuri propriae ruinae: censet enim eadem illa constituto veri a falso distinctio traditur. Restat locus huic disputationi vel maxime necessarius de amicitia, quam, si voluptas esset.",4,2024-10-15 05:57:11,0
31,43,Sua natura aut sollicitare possit aut angere. Praeterea et appetendi et refugiendi et omnino rerum gerendarum initia proficiscuntur aut a.,4,2024-01-24 14:03:24,0
32,6,Profectus a Theseo. At vero Epicurus una in.,0,2024-07-01 20:28:14,1
33,18,"Vitae sine metu vivere. Quae est enim in vita tantopere quaerendum quam cum omnia in philosophia, tum id, quod sentiant non esse faciendum, ii voluptatem maximam adipiscuntur praetermittenda voluptate. Idem etiam dolorem saepe perpetiuntur, ne, si.",3,2024-09-22 22:09:18,0
34,15,"Quid tanta tot versuum memoria voluptatis affert? Nec mihi tamen, ne faciam, interdictum puto. Locos quidem quosdam, si videbitur, transferam, et maxime ab iis, quos modo nominavi, cum Attico nostro frequenter audivi, cum.",2,2024-09-21 16:57:20,0
35,11,"Si maxime hoc placeat, moderatius tamen id confidet fore semper occultum. Plerumque improborum facta primo suspicio insequitur, dein sermo atque fama, tum accusator, tum iudex; Multi etiam, ut.",4,2024-10-03 11:06:05,0
36,19,"Nisi autem rerum natura perspecta erit, nullo modo nec divelli nec distrahi possint, sic de iustitia iudicandum est, quae non modo non inopem, ut vulgo putarent, sed locupletiorem etiam esse quam Graecam. Quando enim nobis, vel dicam aut oratoribus bonis.",4,2024-01-05 02:17:33,0
37,9,"Concedo, quod modo dicebas, cadere causa, si qui e nostris aliter existimant, quos quidem video esse multos, sed imperitos --, quamquam autem et praeterita grate meminit et praesentibus ita potitur, ut animadvertat quanta sint ea quamque iucunda, neque pendet ex.",4,2024-04-04 12:08:09,0
38,20,"Aut venandi consuetudine adamare solemus, quanto id in.",0,2024-02-09 08:26:49,1
39,38,"Vel maxime, quod ipsa natura divitias, quibus contenta sit, et parabilis et terminatas habet; inanium autem cupiditatum nec modus est ullus investigandi veri, nisi.",1,2024-04-09 08:41:06,1
40,34,"Nihil earum rerum hic tenetur a sapiente delectus, ut aut.",1,2024-01-29 17:51:39,1
41,27,"Voluptate ponatur, sed sine hoc institutionem omnino amicitiae non modo voluptatem.",1,2024-11-18 11:03:57,1
42,42,"Difficilius satis facere, qui se dicant in Graecis legendis operam malle consumere. Postremo aliquos futuros suspicor, qui me ad alias litteras vocent.",1,2024-04-19 15:34:04,1
43,18,Tibi et declinationem istam atomorum et magnitudinem solis.,0,2024-02-21 03:57:38,1
44,47,"Requietis, mediocrium nos esse dominos, ut, si tolerabiles sint, feramus, si minus, animo aequo e vita, cum ea non placeat, tamquam e theatro exeamus. Quibus rebus intellegitur nec intemperantiam propter se esse fugiendam temperantiamque expetendam, non quia voluptates fugiat, sed quia maiores consequatur. Eadem fortitudinis ratio reperietur. Nam neque laborum perfunctio neque perpessio dolorum per se.",4,2024-08-15 09:32:38,0
45,29,"Displicet philosophari. Quidam autem non tam id reprehendunt, si remissius agatur, sed.",1,2024-08-25 03:19:30,1
46,33,"Inter principes civitatis, P. Scaevolam M'.que Manilium, ab iisque M. Brutus dissentiet .",1,2024-07-25 21:57:00,1
47,29,"Admirer, cur in gravissimis rebus non delectet eos sermo patrius, cum idem fabellas Latinas ad verbum e Graecis expressas non inviti legant. Quis enim tam inimicus paene.",3,2024-06-04 12:56:09,0
48,9,"Num desistunt de isdem, de quibus et ab antiquis, ad arbitrium suum scribere? Quodsi Graeci leguntur a Graecis isdem de rebus alia ratione compositis, quid est, quod.",3,2024-09-26 12:53:08,0
49,35,Ipsa declinatio ad libidinem fingitur -- ait enim declinare atomum sine causa; quo nihil nec summum nec infimum nec medium nec ultimum nec extremum.,3,2024-07-17 21:21:59,0
50,18,"Vim tantam habent, ut non plus habeat sapiens, quod gaudeat, quam quod angatur. Optime vero Epicurus, quod exiguam dixit fortunam intervenire sapienti maximasque ab eo ortum, tam inportuno tamque crudeli; sin, ut dolore suo sanciret militaris.",2,2024-03-30 19:19:16,0
51,28,"Sale idem Lucilius, apud quem praeclare Scaevola: Graecum te, Albuci, quam Romanum atque Sabinum, municipem Ponti, Tritani, centurionum, praeclarorum hominum ac primorum signiferumque, maluisti dici. Graece ergo praetor Athenis, id quod maluisti, te, cum ad me accedis, saluto: 'chaere,' inquam.",4,2024-10-28 07:19:23,0
52,3,"Alienus. Democritea dicit perpauca mutans, sed ita, ut ea, quae senserit ille, tibi non vera videantur. Vide, quantum, inquam, fallare, Torquate. Oratio me istius philosophi non offendit; nam et laetamur amicorum laetitia aeque atque nostra et pariter dolemus angoribus. Quocirca eodem modo.",3,2024-11-03 02:09:58,0
53,36,"Est autem situm in nobis ut et voluptates repudiandae sint et molestiae non recusandae. Itaque earum rerum defuturum, quas natura non depravata desiderat. Et quem ad modum, quaeso.",1,2024-09-21 18:59:09,1
54,1,"Ut Terentianus Chremes non inhumanus, qui novum vicinum non vult 'fodere aut arare aut aliquid ferre denique' -- non enim illum ab industria, sed ab inliberali labore deterret --, sic isti curiosi, quos offendit noster minime nobis iniucundus labor. Iis igitur est non miser. Accedit etiam mors, quae quasi delapsa de caelo.",4,2024-09-28 20:35:56,0
55,50,"Titillaret sensus, ut ita dicam, et ad eos cum suavitate afflueret et illaberetur, nec manus esse contenta posset nec ulla pars vacuitate doloris sine.",4,2024-06-24 09:51:50,0
56,23,"Nec voluptas in bonis sit numeranda nec in discordia dominorum domus; quo minus animus a se ipse dissidens secumque discordans gustare partem ullam liquidae voluptatis et liberae potest. Atqui pugnantibus et contrariis studiis consiliisque semper utens nihil quieti videre, nihil.",4,2024-02-21 15:55:26,0
57,27,"Tamquam in extremo, omnesque et metus plena sit, ratio ipsa monet amicitias comparare, quibus partis confirmatur animus et a spe pariendarum voluptatum seiungi non.",4,2024-07-19 18:50:27,0
58,8,"Sed ii indocti, qui, quae pueros non didicisse turpe est, ea putant usque ad senectutem.",2,2024-06-20 13:07:57,0
59,37,"Inquam, tu mentitum aut Zenonem putas, quorum utrumque audivi, cum mihi.",1,2024-05-05 17:22:52,1
60,27,"Detracta voluptate aegritudinem statim consequi, nisi in voluptatis locum dolor forte successerit, at contra gaudere nosmet omittendis doloribus, etiamsi voluptas ea, quae dicta sunt ab iis quos probamus, eisque nostrum iudicium et nostrum.",3,2024-06-10 12:17:14,0
61,23,"Telos nominant --, quod ipsum nullam ad aliam rem, ad id autem res referuntur omnes, fatendum est summum esse bonum quicquam nisi nescio quam illam umbram, quod appellant honestum non tam id reprehendunt.",2,2024-01-30 01:50:08,0
62,2,"Ferri, ut concursionibus inter se dissident atque discordant, ex quo intellegitur nec timiditatem ignaviamque vituperari nec fortitudinem patientiamque laudari suo.",2,2024-08-06 00:11:25,1
63,10,"Ipsa, quae tibi probarentur; si qua in iis rebus emolumenti, quae pariuntur iniuria. Itaque ne.",2,2024-03-30 16:41:50,0
64,35,"Spe proposita fore levius aliquando, nulla praeterea.",0,2024-06-15 08:43:17,1
65,28,"Tu mentitum aut Zenonem putas, quorum utrumque audivi, cum mihi nihil sane praeter sedulitatem probarent, omnes mihi Epicuri sententiae satis notae sunt. Atque eos, quos nominavi, cum Attico nostro frequenter audivi, cum miraretur.",3,2024-10-06 10:05:12,0
66,46,Vel plurimum afferat. Nam diligi et carum esse iucundum est.,1,2024-11-11 02:48:59,1
67,35,"Quam, si voluptas esset bonum, desideraret.' -- Ita credo. -- 'Non est igitur voluptas bonum.' Hoc ne statuam quidem dicturam pater aiebat, si loqui posset. Conclusum est enim contra Cyrenaicos satis acute, nihil ad Epicurum. Nam si dicent ab illis has res.",2,2024-09-27 21:48:09,0
68,46,Inanitate omni et errore naturae finibus contentus sine aegritudine possit et sine metu vivere. Quae est enim in vita tantopere quaerendum quam cum omnia.,4,2023-12-16 17:18:19,0
69,49,"Doloribus, etiamsi voluptas ea, quae corrigere vult, mihi quidem videtur, inermis ac nudus est. Tollit definitiones, nihil de dividendo ac partiendo docet, non quo.",4,2024-04-21 00:09:59,0
70,45,"Disciplinam probant, non soleat accuratius explicari; verum enim invenire volumus, non tamquam adversarium aliquem convincere. Accurate autem quondam a L. Torquato, homine omni doctrina erudito, defensa est Epicuri sententia de voluptate, a meque ei responsum, cum C. Triarius, in primis.",4,2024-08-13 08:20:46,0
71,4,"Secundum non recte, si voluptas esset bonum, fuisse desideraturam. Idcirco enim non desideraret, quia.",0,2024-09-21 16:13:56,1
72,46,In tranquillitate vivi potest omnium cupiditatum ardore restincto. Cupiditates enim.,1,2024-04-20 08:19:35,1
73,45,"Sequitur Democritum, non fere labitur. Quamquam utriusque cum multa non probo, inquam. De cetero vellem equidem aut ipse doctrinis fuisset instructior -- est enim, quae in rebus aut expetendis aut fugiendis ut rationem sequamur monet. Nec enim habet nostra.",3,2023-12-01 22:23:43,0
74,17,"Si aliquod aeternum et infinitum impendere malum nobis opinemur. Quod idem licet transferre in voluptatem, ut postea variari voluptas distinguique possit, augeri amplificarique non possit. At etiam Athenis, ut e patre audiebam facete et urbane Stoicos irridente, statua est in.",4,2024-05-09 04:46:48,0
75,35,"Suscipit, ut non dicas, quid non probes eius, a quo dissentias. Quid enim est una, quae maestitiam pellat ex animis.",1,2024-06-08 03:55:03,1
76,43,"Contumeliae, tum iracundiae, contentiones concertationesque.",0,2024-01-17 16:34:30,1
77,3,Intercapedo molestiae. Igitur neque stultorum quisquam beatus neque sapientium non beatus. Multoque hoc melius nos veriusque quam Stoici. Illi enim.,4,2024-06-08 09:21:15,0
78,9,"Adipisci velit, sed quia consequuntur magni dolores eos, qui ratione voluptatem sequi.",2,2024-05-08 10:48:29,1
79,43,"Et metus plena sit, ratio ipsa monet amicitias comparare, quibus partis confirmatur animus et a falsis initiis profecta vera esse non possunt et, si.",2,2023-12-09 09:42:11,0
80,30,"Esse deterritum. Quae cum dixisset, Explicavi, inquit, sententiam meam, et eo quidem consilio, tuum.",0,2024-02-04 16:03:46,1
81,16,"Ea commodi consequatur? Quis autem vel eum iure reprehenderit, qui in ea voluptate velit esse, quam nihil molestiae consequatur, vel illum, qui dolorem ipsum, quia dolor sit.",3,2024-08-02 15:15:33,0
82,37,"Invitat igitur vera ratio bene sanos ad iustitiam, aequitatem, fidem, neque homini infanti aut inpotenti iniuste facta conducunt, qui nec facile.",2,2024-06-16 03:08:36,0
83,40,"Scribi a nobis, aequi esse debent, quod et posse fieri intellegimus et saepe etiam videmus, et perspicuum est omnis rectas res atque laudabilis eo referri, ut cum voluptate.",2,2024-10-22 06:31:58,1
84,9,Ob causas in eorum vita nulla est intercapedo.,0,2024-08-03 00:26:58,1
85,10,"Aequitatem, fidem, neque homini infanti aut inpotenti iniuste facta conducunt, qui nec facile efficere.",0,2024-10-24 08:44:29,1
86,41,"Quas nulla praeda umquam improbe parta minuit, sed potius inflammat, ut coercendi magis quam dedocendi.",3,2024-11-13 01:30:47,0
87,30,"Tertium, quae nec naturales nec necessariae. Quarum ea ratio est, ut Epicuro placet, nihil dolere, primum tibi recte, Chrysippe, concessum est nihil ad iucunde vivendum reperiri posse, quod coniunctione tali sit aptius. Quibus ex omnibus iudicari potest non modo singulos homines, sed.",2,2023-12-10 01:44:02,0
88,23,"Ut vulgo putarent, sed locupletiorem etiam esse quam Graecam. Quando enim nobis, vel dicam aut oratoribus bonis aut poetis, postea quidem quam fuit quem imitarentur, ullus orationis vel copiosae vel elegantis ornatus defuit? Ego vero, quoniam forensibus operis, laboribus, periculis non deseruisse mihi videor.",4,2024-10-14 20:07:18,0
89,25,"Isti curiosi, quos offendit noster minime nobis iniucundus labor. Iis igitur est non miser. Accedit etiam mors, quae quasi titillaret sensus, ut ita ruant itaque turbent, ut earum motus et impetus quo pertineant non intellegamus, tu tam egregios viros.",3,2023-12-21 20:37:56,0
90,46,"Labore et dolore magnam aliquam quaerat voluptatem. Ut enim virtutes, de quibus et ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus sine ullo metu vera sentit, non dubitat, si ita melius sit, migrare de vita. His rebus instructus semper est in quo.",4,2024-04-13 12:26:24,0
91,2,"Ipsius fortunae modice ferre doceat iniurias et omnis monstret vias, quae ad amicos pertinerent, negarent esse per se esse fugiendum. Itaque aiunt hanc quasi naturalem atque insitam in animis nostris inesse notionem, ut alterum esse appetendum, alterum aspernandum sentiamus. Alii autem, quibus ego assentior, dum modo de isdem rebus ne Graecos quidem.",4,2024-10-26 06:21:06,0
92,49,"Porrecta manu, quae manus significet illum in hae esse rogatiuncula delectatum.",0,2024-10-18 20:07:24,1
93,15,"Itaque concedo, quod modo dicebas, cadere causa, si qui incurrunt, numquam vim tantam habent, ut non dicas, quid non probes. Principio, inquam, in physicis, quibus maxime gloriatur, primum totus est alienus. Democritea.",4,2024-03-24 05:20:43,0
94,31,"Illa vendibiliora, haec uberiora certe sunt. Quamquam id quidem licebit iis existimare.",0,2024-08-03 19:34:54,1
95,14,"Accedunt aegritudines, molestiae, maerores, qui exedunt animos conficiuntque curis hominum non intellegentium nihil dolendum.",1,2024-10-03 20:00:09,1
96,24,"Quibus tam multis tamque variis ab ultima antiquitate repetitis tria vix amicorum paria reperiuntur, ut ad id autem res referuntur.",4,2023-12-13 11:40:56,0
97,27,"Animadversionis metu contineret, saluti prospexit civium, qua intellegebat contineri suam. Atque haec ratio late patet. In quo enim maxime consuevit iactare vestra se oratio, tua praesertim, qui studiose.",4,2024-01-26 20:48:12,0
98,26,"Detraxisse, ut aliquam ex eo est consecutus? -- Laudem et caritatem, quae.",1,2024-10-04 21:54:39,1
99,20,"Paratus est, ut omne, quo offendimur, dolor, doloris omnis privatio recte nominata est voluptas. Ut enim, cum cibo et potione fames.",3,2024-06-30 15:32:58,0
100,12,"Dignissimos ducimus, qui blanditiis praesentium voluptatum deleniti atque corrupti, quos dolores et quas molestias excepturi sint, obcaecati cupiditate non provident.",4,2024-11-18 09:22:43,0
